date,close,volume,ma_3,ma_6,rsi,bb_ma,bb_upper,bb_lower,month,quarter
2018-08-01,283.0039978027344,49073240000,390.6836649576823,469.34617106119794,24.435700534519626,599.3433044433593,1106.0034830303453,92.6831258563733,8,3
2018-09-01,232.84800720214844,55203910000,316.57300313313806,442.07800547281903,38.487045105965066,577.9167037963867,1129.3347791263404,26.49862846643316,9,3
2018-10-01,197.38099670410156,44459810000,237.74433390299478,363.3208363850911,0.0,521.9815063476562,1105.3373020302956,-61.37428933498313,10,4
2018-11-01,113.17141723632812,59375107547,181.13347371419272,285.9085693359375,0.0,421.46764221191404,881.5022026056535,-38.56691818182537,11,4
2018-12-01,133.36825561523438,72329895639,147.9735565185547,232.27327982584634,5.576073026074269,349.2845703125,725.7865826242148,-27.217441999214714,12,4
2019-01-01,107.0610122680664,85054975141,117.8668950398763,177.80561447143555,5.5002332764279345,320.34497146606446,724.225031733846,-83.53508880171711,1,1
2019-02-01,136.74624633789062,101430995445,125.7251714070638,153.42932256062826,20.275460512373073,267.02719497680664,600.4225997727027,-66.36820981908943,2,1
2019-03-01,141.51409912109375,138882123600,128.4404525756836,138.20700454711914,27.23864898324051,223.41410293579102,481.9073456494175,-35.07913977783542,3,1
2019-04-01,162.16603088378906,204556824026,146.8087921142578,132.33784357706705,40.524374122020106,194.1127067565918,396.0944250624017,-7.869011549218101,4,2
2019-05-01,268.1135559082031,314349041886,190.59789530436197,158.1615333557129,87.32526928458597,177.537361907959,305.84076025693116,49.23396355898686,5,2
2019-06-01,290.69598388671875,270589672710,240.32519022623697,184.3828214009603,87.46929322840053,178.30656051635742,309.48025425263626,47.13286678007859,6,2
2019-07-01,218.65414428710935,249663340219,259.15456136067706,202.98167673746744,71.82308428506252,176.8871742248535,305.72423216852417,48.05011628118285,7,3
2019-08-01,172.46978759765625,203391541658,227.27330525716147,208.93560028076172,56.562582656746336,174.39605331420898,302.4328216182923,46.35928501012569,8,3
2019-09-01,179.87220764160156,223404691299,190.33204650878906,215.32861836751303,56.97901069412567,181.06613235473634,301.6606121329953,60.47165257647737,9,3
2019-10-01,183.9669189453125,251679512754,178.76963806152344,218.96209971110025,54.22083467972342,186.12599868774413,301.9786232463873,70.27337412910097,10,4
2019-11-01,152.53968811035156,252844958892,172.12627156575522,199.69978841145834,18.54841636474997,190.67386627197266,295.80670514959627,85.54102739434903,11,4
2019-12-01,129.61085510253906,247117483830,155.37248738606772,172.85226694742838,6.245746063831973,189.9603271484375,296.80282355021626,83.11783074665873,12,4
2020-01-01,180.16017150878903,327976431869,154.10357157389322,166.43660481770834,38.16202895593767,193.82493438720704,295.5525051795579,92.09736359485618,1,1
2020-02-01,219.8485107421875,578092481246,176.53984578450522,174.33305867513022,65.17664965389552,199.5931823730469,299.87353491964393,99.31282982644987,2,1
2020-03-01,133.59356689453125,498921414458,177.86741638183594,166.6199518839518,40.151107512777116,186.14118347167968,281.5413474593043,90.74101948405507,3,1
2020-04-01,207.60205078125,532158870567,187.01470947265625,170.55914052327475,53.87642737782519,177.8317901611328,242.17836138603946,113.48521893622616,4,2
2020-05-01,230.9757080078125,505593287696,190.7237752278646,183.6318105061849,63.21345611575236,179.06394653320314,247.2425097277379,110.88538333866836,5,2
2020-06-01,226.31500244140625,252220724156,221.63092041015625,199.7491683959961,67.35939692230221,184.44846801757814,258.5593780393558,110.33755799580045,6,2
2020-07-01,345.5546569824219,251431946993,267.61512247721356,227.3149159749349,73.8165615791217,201.01671295166017,326.70973454945954,75.32369135386081,7,3
2020-08-01,435.0797424316406,374122796720,335.64980061848956,263.18678792317706,77.10293910242493,226.12799530029298,419.04271054816354,33.21328005242245,8,3
2020-09-01,359.9378662109375,518354378929,380.1907552083333,300.9108378092448,79.32304888069638,246.86781311035156,448.99498839937996,44.74063782132319,9,3
2020-10-01,386.59033203125,416749195873,393.8693135579427,330.7422180175781,76.43114980311005,272.56576080322264,473.7776244520456,71.3538971543997,10,4
2020-11-01,614.842529296875,487476388045,453.7902425130208,394.7200215657552,85.31615538431389,316.03399658203125,599.5152910969784,32.552702067084056,11,4
2020-12-01,737.8034057617188,470673397126,579.7454223632812,479.9680887858073,88.64535541931156,367.82948608398436,746.4960114776052,-10.837039309636396,12,4
2021-01-01,1314.9862060546875,1181644236261,889.2107137044271,641.5400136311849,93.28919805604839,485.96875,1161.0141933531709,-189.07669335317098,1,1
2021-02-01,1416.0489501953125,1007718046121,1156.279520670573,805.0348815917969,93.35764158291519,606.8134399414063,1467.5162683897734,-253.8893885069607,2,1
2021-03-01,1918.362060546875,730832219123,1549.799072265625,1064.7722473144531,100.0,775.5520751953125,1922.722424013347,-371.6182736227222,3,1
2021-04-01,2773.20703125,995334204881,2035.8726806640625,1462.5416971842449,100.0,1030.241278076172,2663.411015657134,-602.9284595047905,4,2
2021-05-01,2714.9453125,1510329786014,2468.838134765625,1812.5588277180989,97.37160382721093,1267.1803436279297,3130.192043727392,-595.8313564715329,5,2
2021-06-01,2274.547607421875,813523116983,2587.566650390625,2068.682861328125,80.32174361397028,1451.127130126953,3312.233316017622,-409.9790557637159,6,2
2021-07-01,2536.2099609375,591738936958,2508.567626953125,2272.2201538085938,77.52310804140419,1668.7543395996095,3470.78482967547,-133.27615047625136,7,3
2021-08-01,3433.732666015625,703006251884,2748.1634114583335,2608.500773111979,83.46072968995665,1973.468572998047,3841.2245118693627,105.71263412673147,8,3
2021-09-01,3001.678955078125,653984909752,2990.54052734375,2789.0535888671875,68.39408115030193,2212.152215576172,3910.6228488258407,513.6815823265028,9,3
2021-10-01,4288.07421875,574798465423,3574.4952799479165,3041.531453450521,72.43387914556473,2567.179296875,4376.551327010225,757.8072667397755,10,4
2021-11-01,4631.47900390625,573546775953,3973.7440592447915,3360.9537353515625,76.1718819804492,2898.828576660156,4894.328443712274,903.3287096080387,11,4
2021-12-01,3682.6328125,621042023890,4200.728678385417,3595.6346028645835,66.88398123426032,3125.486962890625,4871.786897372614,1379.187028408636,12,4
2022-01-01,2688.27880859375,491108556504,3667.4635416666665,3620.9794108072915,51.5509073921488,3202.4786376953125,4771.093178275561,1633.8640971150646,1,1
2022-02-01,2919.201171875,416163449938,3096.7042643229165,3535.224161783854,43.92664812701423,3217.0780517578123,4770.580421630662,1663.575681884962,2,1
2022-03-01,3281.642822265625,436852450559,2963.0409342447915,3581.884806315104,53.35981025497867,3273.747802734375,4786.654988651605,1760.8406168171452,3,1
2022-04-01,2730.186767578125,493826441956,2977.01025390625,3322.2368977864585,27.29970159622293,3319.31171875,4721.8958748943,1916.7275626057008,4,2
2022-05-01,1942.3280029296875,636271175493,2651.3858642578125,2874.0450642903647,15.3091468886484,3259.9235229492188,4847.914765780006,1671.9322801184314,5,2
2022-06-01,1067.298828125,562032668964,1913.2711995442708,2438.1560668945312,15.606373905607086,3023.280139160156,5119.971071152174,926.5892071681383,6,2
2022-07-01,1681.517333984375,534457515643,1563.7147216796875,2270.3624877929688,35.28955150575287,2891.2639770507812,5153.6945371429865,628.8334169585755,7,3
2022-08-01,1553.6849365234375,554162785316,1434.1670328776042,2042.7764485677083,29.4277871828981,2617.825048828125,4789.069694643025,446.58040301322444,8,3
2022-09-01,1327.9786376953125,496652295826,1521.060302734375,1717.165751139323,19.302293295250024,2287.4750122070313,4066.9596440297214,507.9903803843413,9,3
2022-10-01,1572.7144775390625,382071643030,1484.7926839192708,1524.2537027994792,29.872714302762446,2076.4831787109374,3603.137370026726,549.8289873951489,10,4
2022-11-01,1295.6885986328125,421797905717,1398.7939046223958,1416.48046875,36.32636389439586,1937.2241577148438,3469.8950043000395,404.5533111296479,11,4
2022-12-01,1196.771240234375,161130639970,1355.05810546875,1438.0592041015625,54.075467609147225,1764.9811645507812,3190.5796756895934,339.3826534119687,12,4
2023-01-01,1586.535400390625,224952954314,1359.6650797526042,1422.2288818359375,46.518211449344626,1595.4704223632812,2542.2747311967123,648.6661135298499,1,1
2023-02-01,1605.8951416015625,223749343195,1463.0672607421875,1430.9305826822917,52.07924409720751,1483.041259765625,2000.7759506844618,965.3065688467882,2,1
2023-03-01,1822.0220947265625,302468060876,1671.4842122395833,1513.2711588541667,69.82629377804174,1471.0106689453125,1945.0603924397333,996.9609454508918,3,1
2023-04-01,1876.92431640625,277179762298,1768.280517578125,1563.9727986653645,64.40256134716347,1551.9732177734375,1995.1237371862283,1108.8226983606467,4,2
2023-05-01,1874.1304931640625,202326166173,1857.6923014322917,1660.3797810872395,86.99119692142054,1571.2345336914063,2054.351271624005,1088.1177957588077,5,2
2023-06-01,1933.18896484375,206194132396,1894.7479248046875,1783.1160685221355,99.62347668210685,1609.1849365234375,2143.1240515201666,1075.2458215267084,6,2
2023-07-01,1856.162353515625,177596680398,1887.8272705078125,1828.0538940429688,81.40544656968937,1662.0033081054687,2176.451344533552,1147.5552716773855,7,3
2023-08-01,1645.63916015625,168678383229,1811.6634928385417,1834.6778971354167,53.202934812741496,1669.2957763671875,2180.1735608633335,1158.4179918710413,8,3
2023-09-01,1671.161865234375,134781867370,1724.3211263020833,1809.5345255533855,32.451053535741096,1706.8431030273437,2145.8138136149764,1267.8723924397111,9,3
2023-10-01,1816.458984375,192662877051,1711.086669921875,1799.4569702148438,44.188505975843206,1768.8118774414063,2024.420464414883,1513.2032904679295,10,4
2023-11-01,2052.55615234375,315824566888,1846.7256673177083,1829.194580078125,61.83939455155366,1815.4139526367187,2092.3608005107117,1538.4671047627257,11,4
2023-12-01,2281.47119140625,351655489427,2050.162109375,1887.2416178385417,68.8590577054666,1882.9715576171875,2248.268952416694,1517.674162817681,12,4
2024-01-01,2282.54443359375,365409742553,2205.52392578125,1958.3052978515625,75.15740837039446,1929.0237915039063,2368.710793149595,1489.336789858218,1,1
2024-02-01,3341.919677734375,435402067623,2635.311767578125,2241.0187174479165,100.0,2075.523327636719,3067.4730962656286,1083.5735590078093,2,1
2024-03-01,3647.8564453125,670105166249,3090.7735188802085,2570.467814127604,100.0,2252.8959228515623,3640.296651098813,865.4951946043116,3,1
2024-04-01,3012.286865234375,480678795896,3334.02099609375,2769.7724609375,74.23680294421496,2360.805712890625,3804.4120909404733,917.1993348407764,4,2
2024-05-01,3760.026611328125,494712697510,3473.3899739583335,3054.350870768229,78.66220615169111,2551.192138671875,4188.219645998536,914.1646313452138,5,2
2024-06-01,3432.88916015625,401807474721,3401.7342122395835,3246.253865559896,68.7110956505842,2729.917138671875,4317.0347313144775,1142.799546029272,6,2
2024-07-01,3231.295654296875,496826192549,3474.7371419270835,3404.3790690104165,64.47435513986667,2885.930517578125,4308.703398944552,1463.1576362116987,7,3
2024-08-01,2513.393798828125,535770895767,3059.19287109375,3266.2914225260415,35.88964488381221,2955.6239990234376,4203.035264149359,1708.2127338975156,8,3
2024-09-01,2603.062744140625,438144022015,2782.5840657552085,3092.159138997396,30.79148692758679,3010.674658203125,4122.138277199576,1899.2110392066747,9,3
2024-10-01,2515.79931640625,500885085548,2544.0852864583335,3009.4112141927085,38.56706993123757,3034.107470703125,4085.5009455643967,1982.7139958418527,10,4
2024-11-01,3705.705322265625,1029930619790,2941.5224609375,3000.357666015625,48.96074444514402,3176.4235595703126,4158.682073105251,2194.165046035374,11,4
2024-12-01,3332.53173828125,1118659048135,3184.6787923177085,2983.6314290364585,48.11323283524927,3175.484765625,4157.0579941535825,2193.9115370964173,12,4
2025-01-01,3298.26513671875,816020167432,3445.500732421875,2994.793009440104,51.3435921790922,3140.525634765625,4070.892853572803,2210.158415958447,1,1
2025-02-01,2237.9052734375,759605849746,2956.2340494791665,2948.8782552083335,45.1406760965487,3063.0874755859377,4155.663181342567,1970.5117698293077,2,1
2025-03-01,1823.47998046875,524493831617,2453.216796875,2818.947794596354,37.66246672077426,2869.4328125,4091.772111002662,1647.0935139973385,3,1
2025-04-01,1793.775390625,512390406805,1951.72021484375,2698.6104736328125,38.36134566222121,2705.521435546875,4027.580687886515,1383.4621832072353,4,2
