date,close,volume,ma_3,ma_6,rsi,bb_ma,bb_upper,bb_lower,month,quarter
2015-06-01,263.0719909667969,629780200,243.1356658935547,240.89300028483072,35.46413415602807,286.8863006591797,413.61744037961245,160.15516093874697,6,2
2015-07-01,284.6499938964844,999892200,259.3039957682292,252.09066518147787,79.12721440802858,276.6569000244141,382.2426954529592,171.07110459586897,7,3
2015-08-01,230.05599975585935,905192300,259.2593282063802,248.05616505940756,40.908304210732624,265.8303985595703,365.3422292476932,166.31856787144744,8,3
2015-09-01,236.05999755859375,603623900,250.25533040364584,246.69549814860025,46.83791298805746,251.63169860839844,313.3066205673003,189.9567766494966,9,3
2015-10-01,314.1659851074219,953279500,260.093994140625,259.69899495442706,69.59154864710503,251.02899780273438,309.7743782967286,192.2836173087401,10,4
2015-11-01,377.3210144042969,2177623396,309.1823323567708,284.2208302815755,78.70076190659884,267.0146987915039,361.3720166213177,172.65738096169017,11,4
2015-12-01,430.5669860839844,2096250000,374.0179951985677,312.13666280110675,80.26839472740292,284.64509735107424,423.70682313159034,145.5833715705581,12,4
2016-01-01,368.7669982910156,1990880304,392.2183329264323,326.1561635335286,63.271644943897265,297.09939727783205,442.24668065188973,151.95211390377438,1,1
2016-02-01,437.6969909667969,1876238692,412.3436584472656,360.76299540201825,81.3428911313177,317.2545959472656,479.7248683732437,154.78432352128755,2,1
2016-03-01,416.72900390625,2332852776,407.7309977213542,390.87449645996094,76.09278162949192,335.90849609375,496.7777469219867,175.03924526551327,3,1
2016-04-01,448.3179931640625,1811475204,434.2479960123698,413.23316446940106,72.38194838686684,354.43309631347654,520.6012723134032,188.26492031354988,4,2
2016-05-01,531.385986328125,2234432796,465.4776611328125,438.91065979003906,74.10271083350847,379.1066955566406,570.5706115240499,187.6427795892313,5,2
2016-06-01,673.3369750976562,4749702740,551.0136515299479,479.37232462565106,79.72893191001758,423.43479309082034,661.1900502446459,185.6795359369947,6,2
2016-07-01,624.6810302734375,3454186204,609.8013305664062,522.0246632893881,82.3809095377786,462.29689636230466,690.7945194544569,233.79927327015238,7,3
2016-08-01,575.4719848632812,2686220180,624.4966634114584,544.9871622721354,68.34842396013997,488.4274963378906,700.8347254410435,276.0202672347377,8,3
2016-09-01,609.7349853515625,2004401400,603.2960001627604,577.1548258463541,74.82481688791891,511.6688934326172,720.8812797967275,302.4565070685069,9,3
2016-10-01,700.9719848632812,2115443796,628.726318359375,619.2638244628906,78.17384288711509,538.7093933105468,770.0613191546647,307.35746746642894,10,4
2016-11-01,745.6909790039062,2635773092,685.4659830729166,654.9813232421875,76.13252609067592,576.4017913818359,807.517102715597,345.28648004807474,11,4
2016-12-01,963.7429809570312,3556763800,803.4686482747396,703.38232421875,79.86880358856637,629.0063903808593,944.0399922386782,313.97278852304044,12,4
2017-01-01,970.4030151367188,5143971692,893.2789916992188,761.0026550292969,88.92037712777514,684.3737915039062,1027.0030752552439,341.7445077525685,1,1
2017-02-01,1179.969970703125,4282761200,1038.0386555989583,861.7523193359375,100.0,757.5389892578125,1179.4395199109877,335.6384586046373,2,1
2017-03-01,1071.7900390625,10872455960,1074.0543416341145,938.7614949544271,84.05401636505131,811.57939453125,1243.06520865124,380.09358041126,3,1
2017-04-01,1347.8900146484375,9757448112,1199.8833414713542,1046.5811665852864,87.4687012711093,879.0346984863281,1413.1678287588757,344.9015682137807,4,2
2017-05-01,2286.409912109375,34261856864,1568.6966552734375,1303.367655436198,93.84319406374445,1045.207586669922,2052.2485474693394,38.16662587050462,5,2
2017-06-01,2480.840087890625,44478140928,2038.3800048828125,1556.2171732584636,93.75929524069944,1235.7443969726562,2528.3115669084727,-56.82277296316056,6,2
2017-07-01,2875.340087890625,32619956992,2547.530029296875,1873.7066853841145,94.90029284430022,1462.3049072265626,3031.7679219710217,-107.1581075178965,7,3
2017-08-01,4703.39013671875,63548016640,3353.1901041666665,2460.9433797200522,97.10731832372066,1862.5467224121094,4344.9561602045505,-619.8627153803322,8,3
2017-09-01,4338.7099609375,55700949056,3972.4800618489585,3005.4300333658853,90.8745095231381,2221.8486206054686,5007.393967545184,-563.6967263342463,9,3
2017-10-01,6468.39990234375,58009357952,5170.166666666667,3858.848347981771,93.76601256325444,2772.314312744141,6476.8811451449965,-932.2525196567144,10,4
2017-11-01,10233.599609375,140735010304,7013.56982421875,5183.379964192708,95.79694494091572,3698.6339721679688,9461.418697331625,-2064.150752995686,11,4
2017-12-01,14156.400390625,410336495104,10286.13330078125,7129.3066813151045,97.06019743338761,4996.277014160156,13452.812501008428,-3460.258472688116,12,4
2018-01-01,10221.099609375,416247858176,11537.033203125,8353.599934895834,73.03363805512399,5911.207971191407,14459.902986953091,-2637.487044570278,1,1
2018-02-01,10397.900390625,229717780480,11591.800130208334,9302.684977213541,69.91857477139516,6816.209008789063,15130.766226283145,-1498.3482087050197,2,1
2018-03-01,6973.52978515625,193751709184,9197.509928385416,9741.821614583334,57.59131940072577,7284.92099609375,14969.1168862649,-399.27489407739995,3,1
2018-04-01,9240.5498046875,196550010624,8870.659993489584,10203.846598307291,57.924280545199196,7960.8919677734375,14922.09788806504,999.686047481835,4,2
2018-05-01,7494.169921875,197611709696,7902.749837239583,9747.274983723959,41.147522752594874,8422.774951171876,14432.138213326434,2413.4116890173163,5,2
2018-06-01,6404.0,130214179584,7712.906575520833,8455.208251953125,19.333961091994126,8592.8359375,14218.389810556395,2967.282064443605,6,2
2018-07-01,7780.43994140625,141441939792,7226.203287760417,8048.431640625,37.89497167501386,8937.008935546875,13771.297381689545,4102.720489404206,7,3
2018-08-01,7037.580078125,132292770000,7074.006673177083,7488.378255208333,34.219759118184044,8993.926953125,13711.020152896268,4276.83375335373,8,3
2018-09-01,6625.56005859375,129745370000,7147.860026041667,7430.38330078125,47.72118692878742,8633.122998046874,13478.980660327848,3787.265335765899,9,3
2018-10-01,6317.60986328125,118436880000,6660.25,6943.226643880208,24.250944956585386,7849.2439453125,10943.726584943262,4754.761305681737,10,4
2018-11-01,4017.2685546875,158359524484,5653.4794921875,6363.743082682292,22.09451481793603,7228.86083984375,10677.221831735154,3780.4998479523447,11,4
2018-12-01,3742.700439453125,168826809069,4692.526285807292,5920.1931559244795,25.422872584958142,6563.340844726563,9858.894716045663,3267.7869734074625,12,4
2019-01-01,3457.792724609375,167335706864,3739.25390625,5199.751953125,0.0,6211.767138671875,10022.666881884841,2400.867395458908,1,1
2019-02-01,3854.785400390625,199100675597,3685.0928548177085,4669.2861735026045,9.982766782588214,5673.190698242188,9082.840114799845,2263.5412816845314,2,1
2019-03-01,4105.404296875,297952790260,3805.994140625,4249.2602132161455,16.973715800671016,5334.314135742187,8610.589880134712,2058.038391349663,3,1
2019-04-01,5350.7265625,445364556718,4436.972086588542,4088.112996419271,39.82817208865671,5228.986791992187,8419.010422769034,2038.9631612153403,4,2
2019-05-01,8574.501953125,724157870864,6010.2109375,4847.6518961588545,90.14345331762786,5308.392993164062,8805.44376920233,1811.3422171257957,5,2
2019-06-01,10817.1552734375,675855385074,8247.461263020834,6026.727701822917,96.27292462175589,5686.350512695312,10560.040618787305,812.6604066033196,6,2
2019-07-01,10085.6279296875,676416326705,9825.76171875,7131.3669026692705,90.95862935397206,6032.3572998046875,11638.633329251443,426.0812703579313,7,3
2019-08-01,9630.6640625,533984971734,10177.815755208334,8094.013346354167,85.43979092649636,6363.6627197265625,12418.488317254487,308.8371221986372,8,3
2019-09-01,8293.8681640625,480544963230,9336.720052083334,8792.090657552084,72.67702541240958,6791.322680664062,12712.217933722513,870.4274276056103,9,3
2019-10-01,9199.5849609375,595205134748,9041.372395833334,9433.567057291666,71.63390227362774,7337.0111328125,13009.796931604758,1664.2253340202424,10,4
2019-11-01,7569.6298828125,676919523650,8354.361002604166,9266.08837890625,43.11883438629445,7748.194848632813,12724.63613223005,2771.753565035575,11,4
2019-12-01,7193.59912109375,633790373416,7987.604654947917,8662.162353515625,16.66455392166948,8082.076220703125,12285.53243057202,3878.62001083423,12,4
2020-01-01,9350.529296875,852872174496,8037.91943359375,8539.645914713541,44.64244484232265,8606.588720703125,11789.827409262421,5423.350032143828,1,1
2020-02-01,8599.5087890625,1163376492768,8381.21240234375,8367.786702473959,42.79562222885716,8931.466943359375,11156.897974809408,6706.035911909343,2,1
2020-03-01,6438.64453125,1290442059648,8129.560872395833,8058.582763671875,38.376545664796474,8717.881201171875,11448.267681899923,5987.494720443827,3,1
2020-04-01,8658.5537109375,1156127164831,7898.90234375,7968.410888671875,47.08957432629006,8502.021044921876,10802.203192479246,6201.838897364505,4,2
2020-05-01,9461.05859375,1286368141507,8186.085611979167,8283.649007161459,61.16907218682623,8439.564111328125,10576.781291673165,6302.346930983085,5,2
